date,downloads, data
2018-07-26,1159251,7.87048
2018-07-27,1059435,7.2378
2018-07-28,484601,3.89712
2018-07-29,466096,3.74063
2018-07-30,1143584,7.85982
2018-07-31,1201299,8.31155
2018-08-01,1192760,8.30918
2018-08-02,1164075,8.09926
2018-08-03,1055708,7.44904
2018-08-04,488137,4.03953
2018-08-05,462840,3.80709
2018-08-06,1116089,7.73853
2018-08-07,1188418,8.2624
2018-08-08,1186372,8.28578
2018-08-09,1167231,8.16022
2018-08-10,1069994,7.57588
2018-08-11,496397,4.22204
2018-08-12,477298,4.01099
2018-08-13,1135612,7.87955
2018-08-14,1189830,8.15184
2018-08-15,1098874,7.68478
2018-08-16,1243419,8.9657
2018-08-17,1180469,8.72161
2018-08-18,558524,4.87166
2018-08-19,568396,5.03039
2018-08-20,1251429,9.32113
2018-08-21,1351434,9.80229
2018-08-22,1321867,9.72979
2018-08-23,1391570,10.5875
2018-08-24,1207916,9.02277
2018-08-25,596177,5.22718
2018-08-26,604887,5.41503
2018-08-27,1268435,9.52213
2018-08-28,1311852,9.47375
2018-08-29,1310110,9.30787
2018-08-30,1289527,9.28967
2018-08-31,1121086,8.17159
2018-09-01,628357,5.78171
2018-09-02,623038,5.70072
2018-09-03,997606,7.69023
2018-09-04,1231419,9.05627
2018-09-05,1292102,9.12731
2018-09-06,1277536,9.16099
2018-09-07,1198099,8.76418
2018-09-08,634781,5.72256
2018-09-09,560637,4.93594
2018-09-10,1253742,9.19814
2018-09-11,1370445,9.60416
2018-09-12,1374378,9.59659
2018-09-13,1310015,9.37064
2018-09-14,1192342,8.6316
2018-09-15,636108,5.03554
2018-09-16,620027,5.30571
2018-09-17,1321753,9.48411
2018-09-18,1403647,9.83202
2018-09-19,1379856,9.60709
2018-09-20,1413865,9.87853
2018-09-21,1346799,9.86797
2018-09-22,683430,5.82581
2018-09-23,583496,4.67149
2018-09-24,1277746,9.45291
2018-09-25,1436045,10.643
2018-09-26,1458326,10.9275
2018-09-27,1482627,11.2921
2018-09-28,1345656,10.2115
2018-09-29,682904,5.9989
2018-09-30,655995,5.95193
2018-10-01,1365995,10.5114
2018-10-02,1477968,11.0039
2018-10-03,1364349,10.2625
2018-10-04,1373913,10.1949
2018-10-05,1250753,9.29674
2018-10-06,640226,5.66602
2018-10-07,674065,5.98087
2018-10-08,1351885,10.4671
2018-10-09,1467975,10.7556
2018-10-10,1436791,10.4962
2018-10-11,1435464,10.6032
2018-10-12,1323437,10.2345
2018-10-13,631960,5.62945
2018-10-14,650960,5.8023
2018-10-15,1384940,10.4193
2018-10-16,1408820,10.2716
2018-10-17,1407137,10.0797
2018-10-18,1400854,10.1948
2018-10-19,1250204,9.18382
2018-10-20,640417,5.71099
2018-10-21,697012,6.39743
2018-10-22,1279560,9.85192
2018-10-23,1555669,11.5794
2018-10-24,1477687,10.68
2018-10-25,1398260,10.0002
2018-10-26,1263558,9.14055
2018-10-27,619918,5.31851
2018-10-28,605487,5.13882
2018-10-29,1439148,10.6375
2018-10-30,1574123,11.9421
2018-10-31,1485312,10.8938
2018-11-01,1467958,10.6427
2018-11-02,1394867,10.5139
2018-11-03,755555,6.75207
2018-11-04,736817,6.50928
2018-11-05,1416193,10.3546
2018-11-06,1498747,10.8445
2018-11-07,1446264,10.4198
2018-11-08,1451944,10.4386
2018-11-09,1391828,10.3067
2018-11-10,681128,5.86446
2018-11-11,663734,5.83205
2018-11-12,1344956,9.87306
2018-11-13,1493650,10.8601
2018-11-14,1465268,10.5553
2018-11-15,1498441,11.1272
2018-11-16,1391191,10.6438
2018-11-17,735410,6.55844
2018-11-18,649289,5.70187
2018-11-19,1363279,10.1794
2018-11-20,1467468,10.8105
2018-11-21,1465141,11.2975
2018-11-22,1244887,10.0785
2018-11-23,1099869,8.70893
2018-11-24,701591,6.42908
2018-11-25,723740,6.68456
2018-11-26,1455006,11.3034
2018-11-27,1571261,11.7955
2018-11-28,1564809,11.5054
2018-11-29,1530869,11.2293
2018-11-30,1389832,10.364
2018-12-01,704235,6.2891
2018-12-02,156093,1.41449
2018-12-03,1245426,8.89191
2018-12-04,1571241,10.9691
2018-12-05,1511399,10.9342
2018-12-06,1497118,10.637
2018-12-07,1326395,9.76733
2018-12-08,650140,5.56409
2018-12-09,623637,5.41844
2018-12-10,1394732,10.3377
2018-12-11,1494768,10.7911
2018-12-12,1487348,10.767
2018-12-13,1430016,10.4829
2018-12-14,1293679,9.59062
2018-12-15,645981,5.59329
2018-12-16,618134,5.34136
2018-12-17,1357097,9.91807
2018-12-18,1439844,10.4976
2018-12-19,1429146,10.3911
2018-12-20,1452875,10.0798
2018-12-21,1217286,8.90735
2018-12-22,616123,5.49406
2018-12-23,584075,5.18336
2018-12-24,744031,6.191
2018-12-25,633668,5.50033
2018-12-26,818848,6.7067
2018-12-27,986770,7.71363
2018-12-28,909125,7.26575
2018-12-29,624831,5.48579
2018-12-30,582348,5.19472
2018-12-31,688735,5.8591
2019-01-01,567697,5.13482
2019-01-02,1098610,8.39602
2019-01-03,1308920,9.57989
2019-01-04,1199087,9.00053
2019-01-05,640991,5.55688
2019-01-06,608658,5.37099
2019-01-07,1286719,9.66356
2019-01-08,1400313,10.2349
2019-01-09,1445588,10.6502
2019-01-10,1440788,10.5194
2019-01-11,1395046,9.91388
2019-01-12,699305,5.7302
2019-01-13,681054,5.57163
2019-01-14,1383885,9.86201
2019-01-15,1444736,10.501
2019-01-16,1464601,10.6232
2019-01-17,1516215,10.5424
2019-01-18,1362453,9.98094
2019-01-19,686550,5.8566
2019-01-20,638730,5.59283
2019-01-21,1259302,9.49617
2019-01-22,1449966,10.7569
2019-01-23,1475246,10.6943
2019-01-24,1475989,10.4246
2019-01-25,1381390,9.82185
2019-01-26,669369,5.77914
2019-01-27,629306,5.56713
2019-01-28,1383655,10.2046
2019-01-29,1489902,10.7865
2019-01-30,1493776,10.738
2019-01-31,1500264,10.9618
2019-02-01,1431099,10.1748
2019-02-02,679402,6.02078
2019-02-03,657344,5.72668
2019-02-04,1358492,10.1788
2019-02-05,1497464,11.0665
2019-02-06,1474765,10.8136
2019-02-07,1450405,10.8049
2019-02-08,1366572,10.202
2019-02-09,670513,5.97334
2019-02-10,636765,5.80789
2019-02-11,1401249,10.4798
2019-02-12,1599592,11.4247
2019-02-13,1518873,11.2527
2019-02-14,1574899,11.2362
2019-02-15,1427418,10.6068
2019-02-16,692695,5.94748
2019-02-17,655376,5.63026
2019-02-18,1318395,10.1563
2019-02-19,1493485,11.0412
2019-02-20,1528757,11.2746
2019-02-21,1604526,11.162
2019-02-22,1465179,10.6021
2019-02-23,681164,6.06313
2019-02-24,641850,5.66108
2019-02-25,1557378,11.0077
2019-02-26,1663144,11.3533
2019-02-27,1507632,10.9379
2019-02-28,1586954,11.4734
2019-03-01,1463686,11.1883
2019-03-02,721402,6.50659
2019-03-03,691333,6.01444
2019-03-04,1468988,10.9486
2019-03-05,1651893,11.747
2019-03-06,1678889,11.928
2019-03-07,1604963,12.0124
2019-03-08,1394465,10.6531
2019-03-09,676669,6.10808
2019-03-10,649890,5.84094
2019-03-11,1533030,10.9755
2019-03-12,1683414,11.5146
2019-03-13,1578737,11.8366
2019-03-14,1574213,11.5745
2019-03-15,1418822,10.6056
2019-03-16,651728,5.88848
2019-03-17,635692,5.72152
2019-03-18,1503637,11.2322
2019-03-19,1702725,11.8646
2019-03-20,1620897,11.6929
2019-03-21,1543203,11.2189
2019-03-22,1453381,10.6539
2019-03-23,672637,5.93565
2019-03-24,644729,5.91539
2019-03-25,1530645,11.1539
2019-03-26,1670616,11.768
2019-03-27,1723070,11.4332
2019-03-28,1620848,11.2392
2019-03-29,1547309,10.9782
2019-03-30,781034,6.56939
2019-03-31,712832,5.92517
2019-04-01,1620772,11.4935
2019-04-02,1774274,11.845
2019-04-03,1741069,11.8706
2019-04-04,1659778,11.5336
2019-04-05,1516612,10.6323
2019-04-06,764649,6.14798
2019-04-07,774117,6.20833
2019-04-08,1610744,11.5086
2019-04-09,1683476,11.5644
2019-04-10,1777954,11.7577
2019-04-11,1661447,11.394
2019-04-12,1556010,10.9251
2019-04-13,761312,6.13518
2019-04-14,720615,5.77406
2019-04-15,1580813,11.161
2019-04-16,1725882,11.8347
2019-04-17,1801785,11.8746
2019-04-18,1701457,11.395
2019-04-19,1283955,9.39326
2019-04-20,759863,6.19783
2019-04-21,702159,5.78736
2019-04-22,1295272,9.36624
2019-04-23,1662493,11.6412
2019-04-24,1692069,12.0373
2019-04-25,1655922,11.6017
2019-04-26,1545991,11.0606
2019-04-27,706232,6.02684
2019-04-28,725717,6.08931
2019-04-29,1492698,10.802
2019-04-30,1595766,11.1874
2019-05-01,1301372,9.39835
2019-05-02,1537581,10.9079
2019-05-03,1444814,10.3593
2019-05-04,725165,6.05922
2019-05-05,756587,6.02074
2019-05-06,1492421,10.7514
2019-05-07,1655207,11.7469
2019-05-08,1612507,11.5122
2019-05-09,1605668,11.5254
2019-05-10,1507025,10.8129
2019-05-11,733854,6.10135
2019-05-12,696284,5.84326
2019-05-13,1568744,11.2582
2019-05-14,1682072,11.9431
2019-05-15,1671470,11.8748
2019-05-16,1651081,11.597
2019-05-17,1554390,11.1061
2019-05-18,717093,6.06506
2019-05-19,710822,5.96728
2019-05-20,1536781,11.1335
2019-05-21,1688105,12.0505
2019-05-22,1704509,12.2787
2019-05-23,1709808,12.2591
2019-05-24,1559461,11.2245
2019-05-25,729166,6.27878
2019-05-26,702346,5.93178
2019-05-27,1267353,9.66806
2019-05-28,1667244,12.0538
2019-05-29,1748065,13.161
2019-05-30,1622692,12.0606
2019-05-31,1570101,11.8876
2019-06-01,746330,6.56496
2019-06-02,720220,6.25363
2019-06-03,1618013,12.2393
2019-06-04,1730267,12.9029
2019-06-05,1721876,12.9277
2019-06-06,1715651,12.789
2019-06-07,1533428,11.4795
2019-06-08,716367,6.32056
2019-06-09,679151,6.10836
2019-06-10,1499725,11.386
2019-06-11,1736156,12.7994
2019-06-12,1708037,12.7013
2019-06-13,1723070,12.632
2019-06-14,1555674,11.5417
2019-06-15,707201,6.05709
2019-06-16,677483,5.75433
2019-06-17,1596456,11.807
2019-06-18,1732255,12.4403
2019-06-19,1707965,12.3323
2019-06-20,1627506,11.8129
2019-06-21,1549833,11.2385
2019-06-22,724697,6.27857
2019-06-23,697782,5.91729
2019-06-24,1585466,11.8752
2019-06-25,1749361,12.8179
2019-06-26,1688432,12.2192
2019-06-27,1660446,12.063
2019-06-28,1478238,10.9202
2019-06-29,678293,5.79389
2019-06-30,659144,5.60465
2019-07-01,1596542,11.9401
2019-07-02,1697160,12.1054
2019-07-03,1666235,12.1665
2019-07-04,1377401,10.5131
2019-07-05,1298201,9.93539
2019-07-06,670841,5.79129
2019-07-07,715189,6.42119
2019-07-08,1638320,12.4459
2019-07-09,1708039,12.7247
2019-07-10,1716836,12.515
2019-07-11,1874425,13.1465
2019-07-12,1616724,11.9554
2019-07-13,746099,6.19888
2019-07-14,713381,6.07843
2019-07-15,1586209,12.2057
2019-07-16,1682656,13.4591
2019-07-17,1718940,13.9621
2019-07-18,1689229,13.3519
2019-07-19,1522211,11.7577
2019-07-20,648349,6.06555
2019-07-21,642093,6.04105
2019-07-22,1585318,12.1445
2019-07-23,1666469,12.6274
2019-07-24,1650155,12.6576
2019-07-25,1638724,12.4344
2019-07-26,1502352,11.5005
2019-07-27,613938,5.58672
2019-07-28,605133,5.51075
2019-07-29,1574454,11.95
2019-07-30,1698556,12.7359
2019-07-31,1688849,12.8431
2019-08-01,1727631,13.0945
2019-08-02,1524016,11.7154
2019-08-03,646552,5.95596
2019-08-04,639564,5.86231
2019-08-05,1584190,12.2334
2019-08-06,1747361,13.1602
2019-08-07,1759403,13.6098
2019-08-08,1726837,13.3526
2019-08-09,1583851,12.2839
2019-08-10,692560,6.61521
2019-08-11,663069,6.29823
2019-08-12,1666370,12.6182
2019-08-13,1808244,13.7852
2019-08-14,1758477,13.3196
2019-08-15,1628343,12.2205
2019-08-16,1975627,13.8632
2019-08-17,695461,6.47737
2019-08-18,655524,6.1917
2019-08-19,1719073,13.6002
2019-08-20,1859812,14.1996
2019-08-21,1886010,13.9202
2019-08-22,1772617,13.3765
2019-08-23,1601449,12.3859
2019-08-24,679258,6.27164
2019-08-25,636639,5.90733
2019-08-26,1639501,12.7529
2019-08-27,1821910,13.9028
2019-08-28,1866286,13.9794
2019-08-29,1782590,13.2809
2019-08-30,1563801,12.1977
2019-08-31,645698,6.15931
2019-09-01,646848,6.17107
2019-09-02,1250068,10.4759
2019-09-03,1681963,13.0704
2019-09-04,1742418,13.5548
2019-09-05,1740175,13.5632
2019-09-06,1589308,12.5707
2019-09-07,670225,6.39815
2019-09-08,657494,6.21128
2019-09-09,1673806,13.1551
2019-09-10,1757576,13.7433
2019-09-11,1726536,13.4649
2019-09-12,1708837,13.2717
2019-09-13,1554139,12.2901
2019-09-14,657529,6.27277
2019-09-15,645270,6.10388
2019-09-16,1662769,13.0195
2019-09-17,1739568,13.5649
2019-09-18,1759196,13.7644
2019-09-19,1727162,13.3036
2019-09-20,1570695,12.3973
2019-09-21,666903,6.38011
2019-09-22,674206,6.27199
2019-09-23,1680836,13.0465
2019-09-24,1854090,14.4088
2019-09-25,1804393,13.9063
2019-09-26,1779708,13.8349
2019-09-27,1654290,12.7662
2019-09-28,725948,6.72725
2019-09-29,705704,6.75307
2019-09-30,1711320,13.4491
2019-10-01,1782375,14.0451
2019-10-02,1737747,13.5098
2019-10-03,1710213,13.3013
2019-10-04,1598715,12.7443
2019-10-05,678687,6.43829
2019-10-06,624626,6.00671
2019-10-07,1632004,13.0781
2019-10-08,1724691,13.6107
2019-10-09,1795369,14.0602
2019-10-10,1771008,13.8661
2019-10-11,1597034,12.6987
2019-10-12,681592,6.4911
2019-10-13,645931,6.25374
2019-10-14,1578700,12.8952
2019-10-15,1777644,14.029
2019-10-16,1806065,14.0545
2019-10-17,1746719,13.6925
2019-10-18,1625165,12.9147
2021-03-29,2374211
2021-03-30,2651659
2021-03-31,2624639
2021-04-01,2417176
2021-04-02,1673128
2021-04-03,705868
2021-04-04,718315
2021-04-05,1749873
2021-04-06,2448447
2021-04-07,2565960
2021-04-08,2547569
2021-04-09,2220140
2021-04-10,777322
2021-04-11,789520
2021-04-12,2363592
2021-04-13,2452593
2021-04-14,2429361
2021-04-15,2435624
2021-04-16,2229016
2021-04-17,775600
2021-04-18,813132
2021-04-19,2438962
2021-04-20,2576490
2021-04-21,2781035
2021-04-22,2688822
2021-04-23,2265242
2021-04-24,851859
2021-04-25,915170
2021-04-26,2533327
2021-04-27,2686555
2021-04-28,2673166
2021-04-29,2616262
2021-04-30,2337123
2021-05-01,878400
2021-05-02,849500
2021-05-03,2096660
2021-05-04,2464608
2021-05-05,2533462
2021-05-06,2709305
2021-05-07,2538324
2021-05-08,1105268
2021-05-09,1028556
2021-05-10,2726581
2021-05-11,3027928
2021-05-12,2818521
2021-05-13,2395697
2021-05-14,2190176
2021-05-15,896861
2021-05-16,833656
2021-05-17,2484052
2021-05-18,2715145
2021-05-19,2748212
2021-05-20,2657580
2021-05-21,2360577
2021-05-22,892725
2021-05-23,836684
2021-05-24,2246789
2021-05-25,2752900
2021-05-26,2720150
2021-05-27,2717034
2021-05-28,2321779
2021-05-29,920972
2021-05-30,913814
2021-05-31,1943349
2021-06-01,2534470
2021-06-02,2619401
2021-06-03,2601196
2021-06-04,2397411
2021-06-05,947640
2021-06-06,916927
2021-06-07,2589098
2021-06-08,2729077
2021-06-09,2731157
2021-06-10,2664103
2021-06-11,2327263
2021-06-12,860120
2021-06-13,843184
2021-06-14,2340235
2021-06-15,2708459
2021-06-16,2645975
2021-06-17,2610896
2021-06-18,2116371
2021-06-19,753618
2021-06-20,804605
2021-06-21,2392502
2021-06-22,2619844
2021-06-23,2668633
2021-06-24,2600701
2021-06-25,2261335
2021-06-26,800384
2021-06-27,822034
2021-06-28,2478240
2021-06-29,2606966
2021-06-30,2580846
2021-07-01,2578487
2021-07-02,2243342
2021-07-03,804417
2021-07-04,814334
2021-07-05,2049080
2021-07-06,2474970
2021-07-07,2614873
2021-07-08,2589039
2021-07-09,2222457
2021-07-10,801455
2021-07-11,797585
2021-07-12,2436063
2021-07-13,2596258
2021-07-14,2562318
2021-07-15,2553277
2021-07-16,2241436
2021-07-17,820689
2021-07-18,783313
2021-07-19,2346299
2021-07-20,2487443
2021-07-21,2449886
2021-07-22,2504132
2021-07-23,2215186
2021-07-24,849209
2021-07-25,860013
2021-07-26,2469364
2021-07-27,2584983
2021-07-28,2566455
2021-07-29,2508274
2021-07-30,2282794
2021-07-31,802555
2021-08-01,875241
2021-08-02,2381052
2021-08-03,2748532
2021-08-04,2984604
2021-08-05,2622992
2021-08-06,2334800
2021-08-07,860163
2021-08-08,832815
2021-08-09,2435710
2021-08-10,2593060
2021-08-11,2744976
2021-08-12,2734486
2021-08-13,2343721
2021-08-14,831124
2021-08-15,822654
2021-08-16,2473078
2021-08-17,2669611
2021-08-18,2729772
2021-08-19,2662581
2021-08-20,2338577
2021-08-21,862030
2021-08-22,830922
2021-08-23,2537497
2021-08-24,2777645
2021-08-25,2830482
2021-08-26,2760530
2021-08-27,2426770
2021-08-28,864446
2021-08-29,863052
2021-08-31,2841125
2021-09-01,2911235
2021-09-02,2788645
2021-09-03,2330385
2021-09-04,855936
2021-09-05,861441
2021-09-06,1974518
2021-09-07,2608122
2021-09-08,2892207
2021-09-09,2773712
2021-09-10,2464942
2021-09-11,907765
2021-09-12,950917
2021-09-13,2761848
2021-09-14,2798477
2021-09-15,2708613
2021-09-16,2669194
2021-09-17,2423728
2021-09-18,940413
2021-09-19,875904
2021-09-20,2521924
2021-09-21,2855845
2021-09-22,2848446
2021-09-23,2777868
2021-09-24,2451543
2021-09-25,891349
2021-09-26,905291
2021-09-27,2640958
2021-09-28,2825160
2021-09-29,2852075
2021-09-30,2768499
2021-10-01,2466765
2021-10-02,875214
2021-10-03,874813
2021-10-04,2659386
2021-10-05,2822603
2021-10-06,2915465
2021-10-07,2800281
2021-10-08,2517140
2021-10-09,962341
2021-10-10,928715
2021-10-11,2526263
2021-10-12,2856377
2021-10-13,2925265
2021-10-14,2846761
2021-10-15,2485597
2021-10-16,947908
2021-10-17,902978
2021-10-18,2772053
2021-10-19,2850844
2021-10-20,2857995
2021-10-20,2857995
2021-10-21,2870787
2021-10-22,2541559
2021-10-23,901535
2021-10-24,908239
2021-10-25,2761129
2021-10-26,2937065
2021-10-27,2977162
2021-10-28,2971727
2021-10-29,2498748
2021-10-30,916875
2021-10-31,0
2021-11-01,2581327
2021-11-02,2902463
2021-11-03,2890243
2021-11-04,2762590
2021-11-05,2466908
2021-11-06,909439
2021-11-07,931888
2021-11-08,2766423
2021-11-09,2965885
2021-11-10,2950305
2021-11-11,2696835
2021-11-12,2412397
2021-11-13,844829
2021-11-14,859126
2021-11-15,2648510
2021-11-16,3032939
2021-11-17,3001155
2021-11-18,2967197
2021-11-19,2644810
2021-11-20,964074
2021-11-21,966426
2021-11-22,2756983
2021-11-23,2801418
2021-11-24,2763514
2021-11-25,2214157
2021-11-26,1863364
2021-11-27,769693
2021-11-28,1018835
2021-11-29,0
2021-11-30,3055396
2021-12-01,3145409
2021-12-02,3211247
2021-12-03,2811650
2021-12-04,985903
2021-12-05,968383
2021-12-06,2928040
2021-12-07,2976344
2021-12-08,3146950
2021-12-09,3087780
2021-12-10,2719698
2021-12-11,988103
2021-12-12,986063
2021-12-13,2911501
2021-12-14,3166479
2021-12-15,3029086
2021-12-16,2946584
2021-12-17,2597017
2021-12-18,960783
2021-12-19,905774
2021-12-20,2552700
2021-12-21,2686009
2021-12-22,undefined
2021-12-23,2088977
2021-12-24,1255020
2021-12-25,662508
2021-12-26,762538
2021-12-27,1480400
2021-12-28,1654200
2021-12-29,1662423
2021-12-30,1506826
2021-12-31,1009354
2022-01-01,729619
2022-01-02,804666
2022-01-03,1970866
2022-01-04,2665566
2022-01-05,2768793
2022-01-06,2744131
2022-01-07,2481914
2022-01-08,963759
2022-01-09,918319
2022-01-10,2854409
2022-01-11,3397573
2022-01-12,3247619
2022-01-13,3199417
2022-01-14,2827152
2022-01-15,1101293
2022-01-16,1032723
2022-01-17,2623415
2022-01-18,3188768
2022-01-19,3260242
2022-01-20,3222256
2022-01-21,2983338
2022-01-22,1098084
2022-01-23,999540
2022-01-24,3088760
2022-01-25,3255613
2022-01-26,2968306
2022-01-27,3165145
2022-01-28,2907466
2022-01-29,1006171
2022-01-30,988771
2022-01-31,2897154
2022-02-01,3289993
2022-02-02,3235177
2022-02-03,3214144
2022-02-04,2851883
2022-02-05,1018912
2022-02-06,957100
2022-02-07,3085345
2022-02-08,3352624
2022-02-09,3465687
2022-02-10,3423926
2022-02-11,3027716
2022-02-12,1166943
2022-02-13,1099324
2022-02-14,0
2022-02-15,3456683
2022-02-16,3458562
2022-02-17,3380558
2022-02-18,3053441
2022-02-19,1098142
2022-02-20,975553
2022-02-21,2633959
2022-02-22,3267600
2022-02-23,3371538
2022-02-24,3229422
2022-02-25,2859291
2022-02-26,1141316
2022-02-27,1000731
2022-02-28,3020685
2022-03-01,3375668
2022-03-02,3341935
2022-03-03,3328387
2022-03-04,2864121
2022-03-05,1014507
2022-03-06,958896
2022-03-07,3073822
2022-03-08,3274922
2022-03-09,3315486
2022-03-10,3357659
2022-03-11,3061916
2022-03-12,1036480
2022-03-13,0
2022-03-14,3232184
2022-03-15,3391847
2022-03-16,3367478
2022-03-17,3210138
2022-03-18,2893999
2022-03-19,1031812
2022-03-20,1022176
2022-03-21,3223906
2022-03-22,3464887
2022-03-23,0
2022-03-24,3384760
2022-03-25,2898503
2022-03-26,1005498
2022-03-27,1005544
2022-03-28,3265565
2022-03-29,3434794
2022-03-30,3353088
2022-03-31,3300223
2022-04-01,3015608
2022-04-02,1000321
2022-04-03,995115
2022-04-04,3192793
2022-04-05,3349410
2022-04-06,3355462
2022-04-07,3432059
2022-04-08,2969621
2022-04-09,1111975
2022-04-10,990189
2022-04-11,3247267
2022-04-12,3476027
2022-04-13,3230303
2022-04-14,3087438
2022-04-15,2105406
2022-04-16,890411
2022-04-17,882370
2022-04-18,2396052
2022-04-19,3274495
2022-04-20,3400176
2022-04-21,3271044
2022-04-22,2874299
2022-04-23,970653
2022-04-24,960558
2022-04-25,3087581
2022-04-26,3556065
2022-04-27,3587663
2022-04-28,3546487
2022-04-29,3072193
2022-04-30,1011364
2022-05-01,1049442
2022-05-02,2793958
2022-05-03,3098068
2022-05-04,3244235
2022-05-05,3334586
2022-05-06,3048097
2022-05-07,1096983
2022-05-08,1030906
2022-05-09,3276002
2022-05-10,3543354
2022-05-11,3520122
2022-05-12,3395878
2022-05-13,2992156
2022-05-14,1005324
2022-05-15,1031918
2022-05-16,3360737
2022-05-17,3623875
2022-05-18,3614233
2022-05-19,3617888